# Galloway 1994 GMFR replication, census year 1885
# Source: PS Heft 96 (totals only)
# Note: Source gives marital totals but no age breakdown at Kreis level.
# Primary cell: mwf_15_49_direct = Married Female 15-49 (or None where noted), as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1885_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
575,KAS,SCHLUCHTERN,28989,,,,,,,,,,,,,,,,,,,
576,KAS,SCHMALKALDEN,31114,,,,,,,,,,,,,,,,,,,
577,KAS,SCHAUMBURG,39942,,,,,,,,,,,,,,,,,,,
578,KAS,GERSFELD,21271,,,,,,,,,,,,,,,,,,,
580,WIE,DILLKREIS,39221,,,,,,,,,,,,,,,,,,,
581,WIE,OBERWESTERWALDKREIS,36616,,,,,,,,,,,,,,,,,,,
583,WIE,UNTERWESTERWALDKREIS,55551,,,,,,,,,,,,,,,,,,,
584,WIE,OBERLAHNKREIS,59717,,,,,,,,,,,,,,,,,,,
586,WIE,UNTERLAHNKREIS,71538,,,,,,,,,,,,,,,,,,,
588,WIE,RHEINGAUKREIS,63120,,,,,,,,,,,,,,,,,,,
594,WIE,OBERTAUNUSKREIS,56395,,,,,,,,,,,,,,,,,,,
592,WIE,UNTERTAUNUSKREIS,42895,,,,,,,,,,,,,,,,,,,
579,WIE,BIEDENKOPF,40269,,,,,,,,,,,,,,,,,,,
599,KOB,KOBLENZ,86424,,,,,,,,,,,,,,,,,,,
602,KOB,SANKT GOAR,38973,,,,,,,,,,,,,,,,,,,
603,KOB,KREUZNACH,69090,,,,,,,,,,,,,,,,,,,
604,KOB,SIMMERN,35601,,,,,,,,,,,,,,,,,,,
605,KOB,ZELL,30281,,,,,,,,,,,,,,,,,,,
606,KOB,KOCHEM,37815,,,,,,,,,,,,,,,,,,,
607,KOB,MAYEN,60687,,,,,,,,,,,,,,,,,,,
608,KOB,ADENAU,21515,,,,,,,,,,,,,,,,,,,
609,KOB,AHRWEILER,37571,,,,,,,,,,,,,,,,,,,
610,KOB,NEUWIED,74620,,,,,,,,,,,,,,,,,,,
611,KOB,ALTENKIRCHEN,60601,,,,,,,,,,,,,,,,,,,
612,KOB,WETZLAR,49769,,,,,,,,,,,,,,,,,,,
613,KOB,MEISENHEIM,13607,,,,,,,,,,,,,,,,,,,
614,DUS,KLEVE,51182,,,,,,,,,,,,,,,,,,,
615,DUS,REES,65141,,,,,,,,,,,,,,,,,,,
623,DUS,MULHEIM,151335,,,,,,,,,,,,,,,,,,,
632,DUS,MORS,65731,,,,,,,,,,,,,,,,,,,
633,DUS,GELDERN,53614,,,,,,,,,,,,,,,,,,,
634,DUS,KEMPEN,93400,,,,,,,,,,,,,,,,,,,
644,DUS,METTMANN,69783,,,,,,,,,,,,,,,,,,,
646,DUS,LENNEP,102101,,,,,,,,,,,,,,,,,,,
647,DUS,SOLINGEN,115512,,,,,,,,,,,,,,,,,,,
650,DUS,NEUSS,51320,,,,,,,,,,,,,,,,,,,
653,DUS,GREVENBROICH,41472,,,,,,,,,,,,,,,,,,,
656,DUS,GLADBACH,138391,,,,,,,,,,,,,,,,,,,
657,KOL,WIPPERFURTH,28081,,,,,,,,,,,,,,,,,,,
658,KOL,WALDBROL,22831,,,,,,,,,,,,,,,,,,,
659,KOL,GUMMERSBACH,32538,,,,,,,,,,,,,,,,,,,
660,KOL,SIEGKREIS,90075,,,,,,,,,,,,,,,,,,,
661,KOL,MULHEIM,75718,,,,,,,,,,,,,,,,,,,
666,KOL,BERGHEIM,41559,,,,,,,,,,,,,,,,,,,
667,KOL,EUSKIRCHEN,41089,,,,,,,,,,,,,,,,,,,
668,KOL,RHEINBACH,32425,,,,,,,,,,,,,,,,,,,
669,KOL,BONN,89081,,,,,,,,,,,,,,,,,,,
672,TRI,DAUN,27305,,,,,,,,,,,,,,,,,,,
673,TRI,PRUM,35519,,,,,,,,,,,,,,,,,,,
674,TRI,BITBURG,43494,,,,,,,,,,,,,,,,,,,
675,TRI,WITTLICH,38000,,,,,,,,,,,,,,,,,,,
676,TRI,BERNKASTEL,44389,,,,,,,,,,,,,,,,,,,
679,TRI,SAARBURG,30946,,,,,,,,,,,,,,,,,,,
680,TRI,MERZIG,37996,,,,,,,,,,,,,,,,,,,
681,TRI,SAARLOUIS,68126,,,,,,,,,,,,,,,,,,,
682,TRI,SAARBRUCKEN,124374,,,,,,,,,,,,,,,,,,,
685,TRI,OTTWEILER,72514,,,,,,,,,,,,,,,,,,,
686,TRI,SANKT WENDEL,45594,,,,,,,,,,,,,,,,,,,
687,AAC,ERKELENZ,37788,,,,,,,,,,,,,,,,,,,
688,AAC,HEINSBERG,35805,,,,,,,,,,,,,,,,,,,
689,AAC,GEILENKIRCHEN,26001,,,,,,,,,,,,,,,,,,,
690,AAC,JULICH,41802,,,,,,,,,,,,,,,,,,,
691,AAC,DUREN,75965,,,,,,,,,,,,,,,,,,,
695,AAC,EUPEN,26355,,,,,,,,,,,,,,,,,,,
696,AAC,MONTJOIE,18603,,,,,,,,,,,,,,,,,,,
697,AAC,SCHLEIDEN,44903,,,,,,,,,,,,,,,,,,,
698,AAC,MALMEDY,30441,,,,,,,,,,,,,,,,,,,
699,SIG,SIGMARINGEN,21208,,,,,,,,,,,,,,,,,,,
700,SIG,GAMMERTINGEN,13474,,,,,,,,,,,,,,,,,,,
701,SIG,HECHINGEN,19990,,,,,,,,,,,,,,,,,,,
702,SIG,HAIGERLOCH,12048,,,,,,,,,,,,,,,,,,,
