# Galloway 1994 GMFR replication, census year 1905
# Source: PS Heft 206:1
# Note: Direct cell: Married Female 15-49.
# Primary cell: mwf_15_49_direct = Married Female 15-49 (or 15_49 where noted), as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1905_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
587,WIE,SANKT GOARSHAUSEN,43401,,,,,,,,,,,,,,,,,,,
588,WIE,RHEINGAUKREIS,38683,,,,,,,,,,,,,,,,,,,
592,WIE,UNTERTAUNUSKREIS,35901,,,,,,,,,,,,,,,,,,,
593,WIE,USINGEN,22368,,,,,,,,,,,,,,,,,,,
594,WIE,OBERTAUNUSKREIS,49108,,,,,,,,,,,,,,,,,,,
595,WIE,HOCHST,65646,,,,,,,,,,,,,,,,,,,
602,KOB,SANKT GOAR,41116,,,,,,,,,,,,,,,,,,,
603,KOB,KREUZNACH,81389,,,,,,,,,,,,,,,,,,,
604,KOB,SIMMERN,35780,,,,,,,,,,,,,,,,,,,
605,KOB,ZELL,33929,,,,,,,,,,,,,,,,,,,
606,KOB,KOCHEM,40636,,,,,,,,,,,,,,,,,,,
607,KOB,MAYEN,76303,,,,,,,,,,,,,,,,,,,
608,KOB,ADENAU,23365,,,,,,,,,,,,,,,,,,,
609,KOB,AHRWEILER,43060,,,,,,,,,,,,,,,,,,,
610,KOB,NEUWIED,88148,,,,,,,,,,,,,,,,,,,
611,KOB,ALTENKIRCHEN,71994,,,,,,,,,,,,,,,,,,,
612,KOB,WETZLAR,58042,,,,,,,,,,,,,,,,,,,
613,KOB,MEISENHEIM,13911,,,,,,,,,,,,,,,,,,,
614,DUS,KLEVE,65343,,,,,,,,,,,,,,,,,,,
615,DUS,REES,74133,,,,,,,,,,,,,,,,,,,
627,DUS,RUHRORT,129180,,,,,,,,,,,,,,,,,,,
632,DUS,MORS,107292,,,,,,,,,,,,,,,,,,,
633,DUS,GELDERN,58786,,,,,,,,,,,,,,,,,,,
634,DUS,KEMPEN,98550,,,,,,,,,,,,,,,,,,,
644,DUS,METTMANN,103867,,,,,,,,,,,,,,,,,,,
646,DUS,LENNEP,79230,,,,,,,,,,,,,,,,,,,
650,DUS,NEUSS,71758,,,,,,,,,,,,,,,,,,,
653,DUS,GREVENBROICH,47018,,,,,,,,,,,,,,,,,,,
656,DUS,GLADBACH,147529,,,,,,,,,,,,,,,,,,,
657,KOL,WIPPERFURTH,28230,,,,,,,,,,,,,,,,,,,
658,KOL,WALDBROL,27240,,,,,,,,,,,,,,,,,,,
659,KOL,GUMMERSBACH,46207,,,,,,,,,,,,,,,,,,,
660,KOL,SIEGKREIS,114283,,,,,,,,,,,,,,,,,,,
666,KOL,BERGHEIM,49875,,,,,,,,,,,,,,,,,,,
667,KOL,EUSKIRCHEN,47132,,,,,,,,,,,,,,,,,,,
668,KOL,RHEINBACH,32783,,,,,,,,,,,,,,,,,,,
672,TRI,DAUN,29883,,,,,,,,,,,,,,,,,,,
673,TRI,PRUM,35270,,,,,,,,,,,,,,,,,,,
674,TRI,BITBURG,45553,,,,,,,,,,,,,,,,,,,
675,TRI,WITTLICH,42113,,,,,,,,,,,,,,,,,,,
676,TRI,BERNKASTEL,48311,,,,,,,,,,,,,,,,,,,
679,TRI,SAARBURG,33686,,,,,,,,,,,,,,,,,,,
680,TRI,MERZIG,48421,,,,,,,,,,,,,,,,,,,
681,TRI,SAARLOUIS,100739,,,,,,,,,,,,,,,,,,,
682,TRI,SAARBRUCKEN,241901,,,,,,,,,,,,,,,,,,,
685,TRI,OTTWEILER,117407,,,,,,,,,,,,,,,,,,,
686,TRI,SANKT WENDEL,51624,,,,,,,,,,,,,,,,,,,
687,AAC,ERKELENZ,38157,,,,,,,,,,,,,,,,,,,
688,AAC,HEINSBERG,37312,,,,,,,,,,,,,,,,,,,
689,AAC,GEILENKIRCHEN,27716,,,,,,,,,,,,,,,,,,,
690,AAC,JULICH,44399,,,,,,,,,,,,,,,,,,,
691,AAC,DUREN,96426,,,,,,,,,,,,,,,,,,,
695,AAC,EUPEN,25411,,,,,,,,,,,,,,,,,,,
696,AAC,MONTJOIE,17650,,,,,,,,,,,,,,,,,,,
697,AAC,SCHLEIDEN,45389,,,,,,,,,,,,,,,,,,,
698,AAC,MALMEDY,32796,,,,,,,,,,,,,,,,,,,
699,SIG,SIGMARINGEN,22425,,,,,,,,,,,,,,,,,,,
700,SIG,GAMMERTINGEN,12824,,,,,,,,,,,,,,,,,,,
701,SIG,HECHINGEN,21249,,,,,,,,,,,,,,,,,,,
702,SIG,HAIGERLOCH,11784,,,,,,,,,,,,,,,,,,,
